Skills,Interest,Personality,Education_Level,Recommended_Career
AWS; Cloud,App Development,Analytical,PG,Cloud Engineer
C++; DSA,Mobile Development,Analytical,Diploma,Software Engineer
React; NodeJS,Cloud Computing,Social,PG,Web Developer
Android; Kotlin,Designing,Logical,Diploma,Android Developer
Android; Kotlin,Programming,Logical,PG,Android Developer
Figma; Prototyping,DevOps,Analytical,UG,UI/UX Designer
Python; Pandas; NumPy,Marketing,Social,UG,Data Scientist
HTML; CSS; JavaScript,Programming,Social,PG,Web Developer
Machine Learning; Python,Designing,Logical,UG,Data Scientist
Android; Flutter,Mobile Development,Social,Diploma,Mobile App Developer
Azure; Cloud Security,Cloud Computing,Social,Diploma,Cloud Engineer
MERN Stack,Programming,Analytical,PG,Web Developer
Wireframing; User Research,Programming,Creative,UG,UI/UX Designer
Figma; Prototyping,Cloud Computing,Social,UG,UI/UX Designer
Social Media Marketing,DevOps,Analytical,PG,Digital Marketer
Email Marketing; Branding,Designing,Logical,Diploma,Digital Marketer
Android; Flutter,Data Analysis,Analytical,PG,Mobile App Developer
Deep Learning; Python,Designing,Logical,PG,ML Engineer
React; NodeJS,Machine Learning,Logical,Diploma,Web Developer
React Native; JavaScript,Designing,Social,Diploma,Mobile App Developer
Android; Kotlin,Mobile Development,Logical,Diploma,Android Developer
Photoshop; Illustrator,Web Development,Logical,PG,UI/UX Designer
Java; Android,Machine Learning,Creative,Diploma,Android Developer
GCP; Cloud Architecture,DevOps,Analytical,Diploma,Cloud Engineer
Linux; Bash; DevOps,Web Development,Creative,PG,DevOps Engineer
Python; Pandas; NumPy,Mobile Development,Analytical,UG,Data Scientist
Python; ML Algorithms,Machine Learning,Logical,Diploma,ML Engineer
Statistics; Python,DevOps,Social,PG,Data Scientist
Canva; UI Design,DevOps,Logical,UG,UI/UX Designer
Email Marketing; Branding,Programming,Analytical,UG,Digital Marketer
Email Marketing; Branding,App Development,Logical,PG,Digital Marketer
Java; Android,DevOps,Social,UG,Android Developer
NextJS; JavaScript,Designing,Analytical,Diploma,Web Developer
TensorFlow; Python,DevOps,Logical,Diploma,ML Engineer
React Native; JavaScript,Cloud Computing,Social,PG,Mobile App Developer
Wireframing; User Research,DevOps,Logical,Diploma,UI/UX Designer
Flutter; Dart,Designing,Analytical,PG,Mobile App Developer
Android Studio; Kotlin,Programming,Social,PG,Android Developer
Wireframing; User Research,Web Development,Social,UG,UI/UX Designer
NextJS; JavaScript,Data Analysis,Social,PG,Web Developer
Docker; Kubernetes,Marketing,Social,UG,DevOps Engineer
Statistics; Python,Cloud Computing,Logical,Diploma,Data Scientist
Statistics; Python,Designing,Creative,Diploma,Data Scientist
Python; ML Algorithms,Designing,Creative,UG,ML Engineer
React; NodeJS,Programming,Social,Diploma,Web Developer
AWS; Cloud,Web Development,Logical,Diploma,Cloud Engineer
Android Studio; Kotlin,Programming,Logical,UG,Android Developer
Android; Kotlin,App Development,Social,PG,Android Developer
Python; Pandas; NumPy,Web Development,Social,PG,Data Scientist
Flutter; Dart,Cloud Computing,Analytical,PG,Mobile App Developer
Azure; Cloud Security,DevOps,Analytical,UG,Cloud Engineer
Java; Android,Mobile Development,Logical,Diploma,Android Developer
Docker; Kubernetes,App Development,Analytical,Diploma,DevOps Engineer
HTML; CSS; JavaScript,Designing,Analytical,PG,Web Developer
Deep Learning; Python,Cloud Computing,Creative,Diploma,ML Engineer
Azure; Cloud Security,Marketing,Social,PG,Cloud Engineer
C++; DSA,Designing,Creative,UG,Software Engineer
Flutter; Dart,Programming,Logical,PG,Mobile App Developer
Android Studio; Kotlin,Mobile Development,Logical,Diploma,Android Developer
TensorFlow; Python,Data Analysis,Logical,PG,ML Engineer
Photoshop; Illustrator,Data Analysis,Analytical,PG,UI/UX Designer
AWS; Cloud,App Development,Social,PG,Cloud Engineer
Azure; Cloud Security,Programming,Creative,Diploma,Cloud Engineer
MERN Stack,Web Development,Logical,UG,Web Developer
Android; Flutter,App Development,Logical,PG,Mobile App Developer
React Native; JavaScript,Cloud Computing,Social,PG,Mobile App Developer
C++; DSA,DevOps,Creative,PG,Software Engineer
Docker; Kubernetes,Machine Learning,Logical,UG,DevOps Engineer
Photoshop; Illustrator,Programming,Social,UG,UI/UX Designer
Photoshop; Illustrator,Web Development,Social,UG,UI/UX Designer
Figma; Prototyping,Data Analysis,Analytical,PG,UI/UX Designer
PyTorch; Neural Networks,Cloud Computing,Logical,PG,ML Engineer
Photoshop; Illustrator,Data Analysis,Logical,Diploma,UI/UX Designer
Google Ads; Analytics,Web Development,Social,UG,Digital Marketer
React Native; JavaScript,Designing,Social,PG,Mobile App Developer
PyTorch; Neural Networks,Machine Learning,Social,PG,ML Engineer
CI/CD; Jenkins,Web Development,Social,Diploma,DevOps Engineer
GCP; Cloud Architecture,Designing,Analytical,Diploma,Cloud Engineer
Email Marketing; Branding,DevOps,Social,Diploma,Digital Marketer
Python; ML Algorithms,Mobile Development,Analytical,Diploma,ML Engineer
Git; GitHub,Marketing,Creative,Diploma,Software Engineer
CI/CD; Jenkins,Designing,Logical,UG,DevOps Engineer
Deep Learning; Python,Mobile Development,Logical,PG,ML Engineer
Wireframing; User Research,App Development,Creative,PG,UI/UX Designer
React Native; JavaScript,DevOps,Social,UG,Mobile App Developer
Python; ML Algorithms,DevOps,Social,PG,ML Engineer
Flutter; Dart,Data Analysis,Creative,PG,Mobile App Developer
React; NodeJS,Marketing,Creative,UG,Web Developer
Linux; Bash; DevOps,Marketing,Creative,Diploma,DevOps Engineer
SEO; Content Writing,Marketing,Analytical,PG,Digital Marketer
Java; Android,DevOps,Social,Diploma,Android Developer
Linux; Bash; DevOps,Mobile Development,Analytical,PG,DevOps Engineer
Machine Learning; Python,Programming,Social,Diploma,Data Scientist
C++; DSA,Cloud Computing,Social,UG,Software Engineer
Docker; Kubernetes,App Development,Logical,PG,DevOps Engineer
Social Media Marketing,Data Analysis,Creative,PG,Digital Marketer
React Native; JavaScript,Cloud Computing,Social,PG,Mobile App Developer
PyTorch; Neural Networks,Programming,Creative,Diploma,ML Engineer
Python; Data Analysis,Cloud Computing,Analytical,Diploma,Data Scientist
GCP; Cloud Architecture,Web Development,Logical,UG,Cloud Engineer
TensorFlow; Python,Mobile Development,Creative,UG,ML Engineer
Python; Data Analysis,Cloud Computing,Analytical,Diploma,Data Scientist
GCP; Cloud Architecture,Programming,Logical,Diploma,Cloud Engineer
Git; GitHub,Mobile Development,Analytical,Diploma,Software Engineer
Python; OOP,Web Development,Analytical,PG,Software Engineer
GCP; Cloud Architecture,Mobile Development,Social,Diploma,Cloud Engineer
Statistics; Python,DevOps,Logical,UG,Data Scientist
NextJS; JavaScript,Marketing,Social,PG,Web Developer
Android; Flutter,Marketing,Analytical,PG,Mobile App Developer
Photoshop; Illustrator,App Development,Social,Diploma,UI/UX Designer
Python; Data Analysis,Programming,Logical,UG,Data Scientist
Linux; Bash; DevOps,Web Development,Social,UG,DevOps Engineer
Machine Learning; Python,Machine Learning,Creative,Diploma,Data Scientist
React Native; JavaScript,App Development,Social,UG,Mobile App Developer
SEO; Content Writing,App Development,Social,Diploma,Digital Marketer
CI/CD; Jenkins,Cloud Computing,Social,UG,DevOps Engineer
Wireframing; User Research,DevOps,Analytical,UG,UI/UX Designer
TensorFlow; Python,Cloud Computing,Analytical,Diploma,ML Engineer
Azure; Cloud Security,Marketing,Analytical,UG,Cloud Engineer
GCP; Cloud Architecture,Web Development,Analytical,PG,Cloud Engineer
Docker; Kubernetes,Web Development,Logical,UG,DevOps Engineer
SEO; Content Writing,App Development,Social,PG,Digital Marketer
Statistics; Python,Marketing,Creative,Diploma,Data Scientist
NextJS; JavaScript,Web Development,Creative,Diploma,Web Developer
Email Marketing; Branding,Web Development,Social,UG,Digital Marketer
Azure; Cloud Security,Mobile Development,Analytical,UG,Cloud Engineer
Linux; Bash; DevOps,DevOps,Analytical,UG,DevOps Engineer
Python; SQL; PowerBI,Web Development,Logical,UG,Data Scientist
Linux; Bash; DevOps,Web Development,Analytical,UG,DevOps Engineer
Python; OOP,Marketing,Analytical,Diploma,Software Engineer
MERN Stack,DevOps,Analytical,Diploma,Web Developer
Canva; UI Design,Web Development,Analytical,PG,UI/UX Designer
Android; Flutter,Machine Learning,Analytical,PG,Mobile App Developer
Android Studio; Kotlin,Programming,Social,PG,Android Developer
Linux; Bash; DevOps,Machine Learning,Analytical,UG,DevOps Engineer
Flutter; Dart,Machine Learning,Creative,PG,Mobile App Developer
React Native; JavaScript,Cloud Computing,Analytical,UG,Mobile App Developer
Git; GitHub,Data Analysis,Social,Diploma,Software Engineer
GCP; Cloud Architecture,App Development,Social,PG,Cloud Engineer
Java; Android,App Development,Creative,Diploma,Android Developer
Android; Flutter,Programming,Analytical,PG,Mobile App Developer
AWS; Cloud,Mobile Development,Logical,Diploma,Cloud Engineer
AWS; Cloud,Data Analysis,Logical,PG,Cloud Engineer
Canva; UI Design,Web Development,Social,UG,UI/UX Designer
Canva; UI Design,Data Analysis,Analytical,PG,UI/UX Designer
SEO; Content Writing,Cloud Computing,Logical,PG,Digital Marketer
Java; Spring,Machine Learning,Analytical,UG,Software Engineer
C++; DSA,Data Analysis,Creative,Diploma,Software Engineer
AWS; Cloud,Designing,Analytical,Diploma,Cloud Engineer
TensorFlow; Python,Mobile Development,Creative,UG,ML Engineer
GCP; Cloud Architecture,Designing,Creative,PG,Cloud Engineer
Git; GitHub,Web Development,Logical,PG,Software Engineer
MERN Stack,Machine Learning,Analytical,Diploma,Web Developer
Wireframing; User Research,Cloud Computing,Analytical,UG,UI/UX Designer
Python; Pandas; NumPy,Web Development,Logical,PG,Data Scientist
Android Studio; Kotlin,Machine Learning,Social,PG,Android Developer
HTML; CSS; JavaScript,Designing,Social,Diploma,Web Developer
CI/CD; Jenkins,Designing,Social,PG,DevOps Engineer
Python; ML Algorithms,Data Analysis,Social,UG,ML Engineer
Linux; Bash; DevOps,Marketing,Logical,Diploma,DevOps Engineer
Social Media Marketing,App Development,Analytical,Diploma,Digital Marketer
Android; Kotlin,Marketing,Social,PG,Android Developer
Statistics; Python,Programming,Social,Diploma,Data Scientist
Java; Android,Web Development,Creative,UG,Android Developer
Figma; Prototyping,Web Development,Creative,PG,UI/UX Designer
Python; Pandas; NumPy,Programming,Creative,PG,Data Scientist
Docker; Kubernetes,Machine Learning,Analytical,PG,DevOps Engineer
Java; Spring,Marketing,Social,PG,Software Engineer
Docker; Kubernetes,Cloud Computing,Creative,PG,DevOps Engineer
TensorFlow; Python,App Development,Creative,UG,ML Engineer
CI/CD; Jenkins,Programming,Creative,UG,DevOps Engineer
Machine Learning; Python,Designing,Analytical,PG,Data Scientist
GCP; Cloud Architecture,Programming,Social,UG,Cloud Engineer
Python; OOP,DevOps,Social,PG,Software Engineer
CI/CD; Jenkins,App Development,Creative,PG,DevOps Engineer
Social Media Marketing,Designing,Analytical,PG,Digital Marketer
AWS; Cloud,Mobile Development,Social,UG,Cloud Engineer
SEO; Content Writing,Web Development,Analytical,UG,Digital Marketer
Figma; Prototyping,Designing,Analytical,UG,UI/UX Designer
AWS; Cloud,Machine Learning,Social,PG,Cloud Engineer
CI/CD; Jenkins,Mobile Development,Social,Diploma,DevOps Engineer
Python; ML Algorithms,DevOps,Analytical,Diploma,ML Engineer
Wireframing; User Research,Designing,Creative,UG,UI/UX Designer
Android; Kotlin,Designing,Analytical,UG,Android Developer
Figma; Prototyping,App Development,Social,PG,UI/UX Designer
Social Media Marketing,Machine Learning,Creative,Diploma,Digital Marketer
Azure; Cloud Security,Marketing,Analytical,UG,Cloud Engineer
Photoshop; Illustrator,Marketing,Analytical,Diploma,UI/UX Designer
Python; ML Algorithms,Cloud Computing,Analytical,UG,ML Engineer
PyTorch; Neural Networks,Web Development,Social,UG,ML Engineer
Wireframing; User Research,Web Development,Creative,UG,UI/UX Designer
Azure; Cloud Security,Mobile Development,Analytical,PG,Cloud Engineer
Google Ads; Analytics,Cloud Computing,Creative,UG,Digital Marketer
Python; Pandas; NumPy,Cloud Computing,Analytical,Diploma,Data Scientist
NextJS; JavaScript,Marketing,Logical,PG,Web Developer
Photoshop; Illustrator,App Development,Logical,Diploma,UI/UX Designer
Python; OOP,Mobile Development,Social,UG,Software Engineer
React Native; JavaScript,Mobile Development,Social,Diploma,Mobile App Developer
Java; Android,App Development,Creative,Diploma,Android Developer
Azure; Cloud Security,Data Analysis,Logical,PG,Cloud Engineer
Wireframing; User Research,Data Analysis,Creative,Diploma,UI/UX Designer
HTML; CSS; JavaScript,Web Development,Analytical,Diploma,Web Developer
Python; OOP,Designing,Analytical,PG,Software Engineer
Java; Android,Machine Learning,Creative,UG,Android Developer
CI/CD; Jenkins,Marketing,Analytical,Diploma,DevOps Engineer
Deep Learning; Python,App Development,Analytical,UG,ML Engineer
Java; Spring,Web Development,Analytical,UG,Software Engineer
GCP; Cloud Architecture,Marketing,Logical,Diploma,Cloud Engineer
Linux; Bash; DevOps,Programming,Logical,UG,DevOps Engineer
Linux; Bash; DevOps,Data Analysis,Social,UG,DevOps Engineer
Statistics; Python,Machine Learning,Social,Diploma,Data Scientist
Deep Learning; Python,Marketing,Creative,UG,ML Engineer
Azure; Cloud Security,Designing,Social,PG,Cloud Engineer
CI/CD; Jenkins,Programming,Social,Diploma,DevOps Engineer
Java; Spring,Data Analysis,Logical,UG,Software Engineer
Git; GitHub,Data Analysis,Creative,UG,Software Engineer
Statistics; Python,Mobile Development,Creative,UG,Data Scientist
GCP; Cloud Architecture,Machine Learning,Analytical,UG,Cloud Engineer
NextJS; JavaScript,Designing,Social,Diploma,Web Developer
React; NodeJS,Marketing,Logical,UG,Web Developer
Python; Pandas; NumPy,App Development,Social,PG,Data Scientist
C++; DSA,Cloud Computing,Creative,Diploma,Software Engineer
Android; Kotlin,Data Analysis,Social,UG,Android Developer
Java; Android,Machine Learning,Logical,UG,Android Developer
Machine Learning; Python,Designing,Creative,PG,Data Scientist
Flutter; Dart,App Development,Social,PG,Mobile App Developer
CI/CD; Jenkins,Programming,Creative,UG,DevOps Engineer
Python; Pandas; NumPy,Designing,Social,Diploma,Data Scientist
AWS; Cloud,Data Analysis,Creative,PG,Cloud Engineer
Flutter; Dart,Mobile Development,Creative,Diploma,Mobile App Developer
Android Studio; Kotlin,Marketing,Logical,UG,Android Developer
Linux; Bash; DevOps,Web Development,Logical,PG,DevOps Engineer
Flutter; Dart,App Development,Logical,PG,Mobile App Developer
Python; Data Analysis,Data Analysis,Creative,Diploma,Data Scientist
Flutter; Dart,Cloud Computing,Analytical,UG,Mobile App Developer
Flutter; Dart,Designing,Analytical,UG,Mobile App Developer
Python; OOP,Data Analysis,Creative,UG,Software Engineer
Figma; Prototyping,Designing,Social,UG,UI/UX Designer
Android; Flutter,Designing,Analytical,UG,Mobile App Developer
React Native; JavaScript,Machine Learning,Analytical,Diploma,Mobile App Developer
Git; GitHub,Programming,Analytical,PG,Software Engineer
AWS; Cloud,Cloud Computing,Analytical,PG,Cloud Engineer
Python; SQL; PowerBI,Web Development,Social,PG,Data Scientist
Photoshop; Illustrator,Machine Learning,Social,PG,UI/UX Designer
Java; Android,Web Development,Logical,PG,Android Developer
Git; GitHub,App Development,Analytical,Diploma,Software Engineer
Java; Android,Marketing,Logical,Diploma,Android Developer
C++; DSA,App Development,Analytical,UG,Software Engineer
C++; DSA,Cloud Computing,Analytical,PG,Software Engineer
Java; Spring,DevOps,Social,PG,Software Engineer
GCP; Cloud Architecture,Designing,Logical,PG,Cloud Engineer
PyTorch; Neural Networks,Data Analysis,Social,PG,ML Engineer
Docker; Kubernetes,Marketing,Logical,Diploma,DevOps Engineer
Linux; Bash; DevOps,Designing,Creative,PG,DevOps Engineer
Android Studio; Kotlin,Designing,Logical,UG,Android Developer
Java; Spring,Designing,Analytical,PG,Software Engineer
Android Studio; Kotlin,Machine Learning,Social,UG,Android Developer
Azure; Cloud Security,Cloud Computing,Social,PG,Cloud Engineer
Figma; Prototyping,DevOps,Logical,PG,UI/UX Designer
Machine Learning; Python,App Development,Analytical,Diploma,Data Scientist
React; NodeJS,Web Development,Social,UG,Web Developer
Email Marketing; Branding,Mobile Development,Creative,PG,Digital Marketer
Flutter; Dart,App Development,Creative,PG,Mobile App Developer
React Native; JavaScript,Machine Learning,Social,UG,Mobile App Developer
Deep Learning; Python,DevOps,Social,Diploma,ML Engineer
AWS; Cloud,Programming,Analytical,UG,Cloud Engineer
Linux; Bash; DevOps,Mobile Development,Creative,PG,DevOps Engineer
TensorFlow; Python,Marketing,Analytical,Diploma,ML Engineer
SEO; Content Writing,Cloud Computing,Creative,UG,Digital Marketer
Android; Kotlin,Designing,Social,UG,Android Developer
SEO; Content Writing,Web Development,Social,PG,Digital Marketer
Android Studio; Kotlin,Machine Learning,Social,PG,Android Developer
